userId,movieId,rating,timestamp
1,169,2.5,1204927694
1,2471,3,1204927438
1,48516,5,1204927435
2,2571,3.5,1436165433
2,109487,4,1436165496
2,112552,5,1436165496
2,112556,4,1436165499
3,356,4,920587155
3,2394,4,920586920
3,2431,5,920586945
3,2445,4,920586945
4,16,4,1037740142
4,39,4,1037740562
4,45,4,1037808019
4,47,2,1037739998
4,94,5,1037740486
4,101,4,1037737327
4,246,4,1037739164
4,288,2,1037737415
4,296,4,1037741922
4,345,4,1037740486
4,356,2,1037807918
4,357,4,1037740097
4,377,4,1037740660
4,417,4,1037737271
4,440,4,1037740330
4,457,4,1037807690
4,480,2,1037737218
4,492,3,1037740309
4,508,2,1037807370
4,527,3,1037739809
4,535,4,1037738617
4,538,5,1037740474
4,551,4,1037740686
4,562,4,1037740038
4,593,3,1037737453
4,608,4,1037739127
4,766,2,1037740504
4,778,4,1037738875
4,902,5,1037737203
4,903,4,1037737649
4,904,4,1037737824
4,908,5,1037737741
4,915,4,1037739455
4,994,5,1037738527
4,1041,4,1037739940
4,1060,4,1037740411
4,1077,4,1037738481
4,1079,4,1037738496
4,1080,4,1037737230
4,1089,4,1037738822
4,1136,5,1037737942
4,1148,4,1037739407
4,1172,5,1037739292
4,1197,5,1037737391
4,1223,4,1037740038
4,1225,3,1037742077
4,1230,5,1037737283
4,1244,5,1037737741
4,1247,5,1037737660
4,1248,5,1088545666
4,1258,4,1037738617
4,1259,3,1037742089
4,1265,2,1037739164
4,1266,3,1037739904
4,1276,4,1037737923
4,1288,4,1037739149
4,1307,4,1037738481
4,1343,3,1037740720
4,1393,2,1037738925
4,1394,5,1037738409
4,1407,4,1037740562
4,1449,4,1037740074
4,1500,3,1037740515
4,1537,4,1037739407
4,1571,4,1037807847
4,1594,2,1037739980
4,1617,4,1037737242
4,1635,3,1037738446
4,1639,3,1037740367
4,1641,4,1037740174
4,1648,4,1037740504
4,1673,3,1037739546
4,1678,4,1037738985
4,1680,4,1037740669
4,1704,3,1037740142
4,1719,4,1037807118
4,1729,4,1037740399
4,1732,3,1037992675
4,1777,3,1037807867
4,1784,3,1037740155
4,1834,5,1037739516
4,1856,2,1037740646
4,1916,4,1037738786
4,1923,4,1037740515
4,1966,3,1037739740
4,2132,5,1037737601
4,2174,4,1088544921
4,2248,4,1037738714
4,2289,4,1037738335
4,2291,3,1037807572
4,2318,2,1037807954
4,2384,3,1037740583
4,2395,5,1037739182
4,2502,5,1037740142
4,2571,4,1037740093
4,2580,4,1037740208
4,2596,4,1037740474
4,2599,5,1037739841
4,2677,5,1037740174
4,2692,4,1037738685
4,2700,3,1037807993
4,2706,4,1088544934
4,2712,2,1037740646
4,2729,4,1037742203
4,2858,3,1037737692
4,2859,5,1037737858
4,2918,5,1037742102
4,2959,4,1037738938
4,2973,4,1037742127
4,2997,4,1037737504
4,3007,5,1037739904
4,3044,4,1037740181
4,3067,5,1088545912
4,3083,5,1037739904
4,3108,2,1037738714
4,3129,3,1037740155
4,3176,4,1037740118
4,3179,3,1037740442
4,3201,4,1037737649
4,3252,4,1037740411
4,3255,3,1037740686
4,3261,5,1037740646
4,3266,1,1037740118
4,3324,3,1037741842
4,3396,4,1037739499
4,3418,3,1037740021
4,3424,4,1037742064
4,3476,3,1037740118
4,3481,4,1037738822
4,3499,3,1037738617
4,3515,4,1037741426
4,3535,3,1037741315
4,3618,3,1037741315
4,3751,3,1037741070
4,3752,3,1037741575
4,3794,2,1037741345
4,3852,4,1037741447
4,3897,4,1037738822
4,3911,4,1037739448
4,3948,4,1037738538
4,3967,4,1037738949
4,3977,4,1037741457
4,3983,4,1037741039
4,3996,4,1037741060
4,4015,2,1037741752
4,4027,4,1037741150
4,4029,2,1037741222
4,4034,4,1037739253
4,4235,5,1097356941
4,4239,3,1037741556
4,4246,4,1037741194
4,4255,1,1037741793
4,4304,3,1037741051
4,4308,1,1037741295
4,4361,4,1037742115
4,4447,4,1037741392
4,4639,2,1037741612
4,4641,4,1037738465
4,4816,4,1037741360
4,4890,4,1037741435
4,4903,4,1037737824
4,4973,5,1088546231
4,4979,4,1037739653
4,5218,3,1037741287
4,5222,3,1040332262
4,5225,5,1040332218
4,5296,1,1037740993
4,5325,4,1037740785
4,5339,4,1037737858
4,5415,3,1037741664
4,5481,3,1037740841
4,5525,5,1088545995
4,5620,3,1037740962
4,5669,5,1088546352
4,5810,4,1037740821
4,5878,5,1088545500
4,6296,4,1088545870
4,6993,5,1088545420
4,7037,5,1088545504
4,7090,4,1097356895
4,8464,4.5,1134425382
4,8622,5,1088545319
4,8961,4,1192126726
5,1203,4,1440027024
5,2571,2.5,1440027038
5,6016,5,1440027016
5,7502,4.5,1440027020
5,58559,4,1440027029
